Datetime,Close,High,Low,Open,Volume
2025-11-02 09:00:00+00:00,110665.265625,111000.359375,110502.34375,110792.9375,0
2025-11-02 10:00:00+00:00,110380.6328125,110799.5078125,110361.7109375,110663.7578125,1663518720
2025-11-02 11:00:00+00:00,111055.0,111055.0,110466.6953125,110466.6953125,571142144
2025-11-02 12:00:00+00:00,110725.7578125,111142.5390625,110709.3359375,111094.7578125,61687808
2025-11-02 13:00:00+00:00,110514.6640625,110712.671875,110240.1171875,110712.671875,1292634112
2025-11-02 14:00:00+00:00,110398.4765625,110625.1484375,110218.09375,110521.8984375,370288640
2025-11-02 15:00:00+00:00,110125.2421875,110524.6328125,110125.2421875,110396.3359375,0
2025-11-02 16:00:00+00:00,110115.2421875,110122.578125,109747.109375,110098.21875,299868160
2025-11-02 17:00:00+00:00,110167.984375,110252.1484375,110022.828125,110119.375,777859072
2025-11-02 18:00:00+00:00,110314.0078125,110314.0078125,110172.546875,110173.4140625,0
2025-11-02 19:00:00+00:00,110172.5859375,110315.734375,109970.0078125,110315.734375,0
2025-11-02 20:00:00+00:00,110063.5234375,110208.5546875,109898.265625,110172.2109375,0
2025-11-02 21:00:00+00:00,109998.6171875,110117.71875,109981.765625,110059.5390625,2039261184
2025-11-02 22:00:00+00:00,109798.46875,110019.0078125,109523.453125,110002.09375,0
2025-11-02 23:00:00+00:00,110653.2734375,110663.0390625,109837.1953125,109837.1953125,1036546048
2025-11-03 00:00:00+00:00,109831.5546875,110713.7109375,109831.5546875,110491.5625,375158784
2025-11-03 01:00:00+00:00,109669.5625,109828.9453125,109405.5703125,109783.703125,2654674944
2025-11-03 02:00:00+00:00,109036.6015625,109734.0078125,108711.5,109679.25,1210994688
2025-11-03 03:00:00+00:00,108007.796875,109107.515625,107968.3828125,109020.2421875,1748922368
2025-11-03 04:00:00+00:00,107852.1171875,107998.640625,107521.3828125,107998.640625,2562187264
2025-11-03 05:00:00+00:00,107577.953125,107997.7890625,107432.2109375,107889.828125,0
2025-11-03 06:00:00+00:00,107538.0234375,107672.546875,107065.546875,107592.0078125,684445696
2025-11-03 07:00:00+00:00,107652.0625,107744.1953125,107300.484375,107488.5625,1032433664
2025-11-03 08:00:00+00:00,107483.8359375,107674.28125,107049.109375,107493.0,1894240256
2025-11-03 09:00:00+00:00,107120.5859375,107844.625,107097.9765625,107556.3359375,0
2025-11-03 10:00:00+00:00,107132.890625,107584.5390625,107132.890625,107218.859375,104787968
2025-11-03 11:00:00+00:00,107782.328125,107876.28125,106909.953125,106909.953125,994951168
2025-11-03 12:00:00+00:00,107775.34375,108219.8125,107743.4296875,107779.640625,1379684352
2025-11-03 13:00:00+00:00,107873.296875,108004.421875,107601.9140625,107740.609375,0
2025-11-03 14:00:00+00:00,107995.9296875,108271.5703125,107421.0234375,107892.859375,1461252096
2025-11-03 15:00:00+00:00,105821.1953125,108011.15625,105654.4765625,108011.15625,6453678080
2025-11-03 16:00:00+00:00,106717.328125,106727.5546875,105369.6328125,105724.4609375,5445275648
2025-11-03 17:00:00+00:00,107464.046875,107618.6640625,106565.765625,106690.109375,3190300672
2025-11-03 18:00:00+00:00,106961.703125,107519.5859375,106819.5546875,107372.640625,2772144128
2025-11-03 19:00:00+00:00,107110.515625,107326.328125,106598.6640625,106902.9453125,1828519936
2025-11-03 20:00:00+00:00,106418.59375,107121.203125,106364.7265625,107027.671875,1572474880
2025-11-03 21:00:00+00:00,106819.1875,107027.65625,106286.078125,106613.5078125,2526666752
2025-11-03 22:00:00+00:00,106352.4453125,106849.65625,105910.6796875,106849.65625,1251418112
2025-11-03 23:00:00+00:00,106592.1328125,106679.7578125,106034.2734375,106439.6953125,0
2025-11-04 00:00:00+00:00,106391.3203125,106746.71875,105872.3671875,106557.8046875,978812928
2025-11-04 01:00:00+00:00,107041.5625,107188.703125,106437.15625,106487.546875,392863744
2025-11-04 02:00:00+00:00,106514.5546875,107169.4765625,106482.3828125,106890.2421875,0
2025-11-04 03:00:00+00:00,107136.75,107150.8828125,106236.953125,106469.8359375,0
2025-11-04 04:00:00+00:00,106749.953125,107231.1796875,106712.140625,107118.2578125,0
2025-11-04 05:00:00+00:00,104219.1484375,106730.1484375,104219.1484375,106730.1484375,3229696000
2025-11-04 06:00:00+00:00,104629.3125,105135.8046875,104225.2109375,104225.2109375,2249662464
2025-11-04 07:00:00+00:00,104495.375,104838.234375,104330.1640625,104736.015625,2490974208
2025-11-04 08:00:00+00:00,104000.140625,104516.328125,103749.71875,104444.53125,1030725632
2025-11-04 09:00:00+00:00,103899.796875,104035.8046875,103661.484375,104016.2890625,1860149248
2025-11-04 10:00:00+00:00,103777.453125,103995.953125,103608.5,103727.4453125,894640128
2025-11-04 11:00:00+00:00,104541.5859375,104574.4375,103775.8984375,103783.0859375,0
2025-11-04 12:00:00+00:00,103943.203125,104580.109375,103818.9609375,104513.828125,0
2025-11-04 13:00:00+00:00,103901.125,104142.171875,103579.4609375,103984.9921875,2691284992
2025-11-04 14:00:00+00:00,104435.875,104626.1875,102943.9921875,103866.7265625,2361262080
2025-11-04 15:00:00+00:00,103363.5625,104711.625,103337.8203125,104525.4453125,0
2025-11-04 16:00:00+00:00,102204.0078125,103445.09375,102204.0078125,103218.9296875,0
2025-11-04 17:00:00+00:00,101085.3125,102140.5625,100906.5703125,102140.5625,4124073984
2025-11-04 18:00:00+00:00,101419.1640625,101419.1640625,100022.8203125,101118.8984375,4364091392
2025-11-04 19:00:00+00:00,100452.5,101493.3515625,100452.5,101319.15625,0
2025-11-04 20:00:00+00:00,100638.90625,100950.46875,99688.796875,100458.046875,10527973376
2025-11-04 21:00:00+00:00,99939.5078125,100774.8203125,99065.5546875,100701.0625,5184995328
2025-11-04 22:00:00+00:00,101071.25,101646.3515625,100252.7109375,100252.7109375,2578284544
2025-11-04 23:00:00+00:00,101627.46875,101678.9140625,100958.7265625,101159.25,1790418944
2025-11-05 00:00:00+00:00,100587.90625,101711.4140625,100385.6484375,101517.0859375,424894464
2025-11-05 01:00:00+00:00,100911.65625,100911.65625,99008.890625,100562.2421875,2188460032
2025-11-05 02:00:00+00:00,101697.1484375,101697.1484375,100820.4140625,100820.4140625,5814304768
2025-11-05 03:00:00+00:00,102118.2734375,102222.6171875,101512.546875,101675.921875,1441841152
2025-11-05 04:00:00+00:00,101941.546875,102191.796875,101562.828125,102094.71875,3912007680
2025-11-05 05:00:00+00:00,101781.5234375,102264.515625,101639.9453125,101974.4296875,0
2025-11-05 06:00:00+00:00,102110.515625,102110.515625,101556.5546875,101795.875,0
2025-11-05 07:00:00+00:00,102066.140625,102104.4296875,101664.9296875,102104.4296875,0
2025-11-05 08:00:00+00:00,101742.4296875,102026.765625,101204.78125,102026.765625,0
2025-11-05 09:00:00+00:00,101974.6796875,102110.9140625,101638.234375,101693.6171875,0
2025-11-05 10:00:00+00:00,101418.46875,101964.3671875,101341.9453125,101964.3671875,0
2025-11-05 11:00:00+00:00,101998.875,102072.7421875,101429.0,101429.0,191365120
2025-11-05 12:00:00+00:00,102623.484375,102703.03125,101956.9140625,102076.40625,0
2025-11-05 13:00:00+00:00,102965.234375,103176.7578125,102309.8046875,102655.3359375,0
2025-11-05 14:00:00+00:00,103150.4140625,103398.4921875,102313.234375,102972.984375,0
2025-11-05 15:00:00+00:00,103686.015625,103728.90625,102876.9453125,103194.046875,264273920
2025-11-05 16:00:00+00:00,103905.546875,103984.5859375,103135.40625,103708.40625,0
2025-11-05 17:00:00+00:00,103827.5,103976.109375,103411.0703125,103930.3828125,0
2025-11-05 18:00:00+00:00,104308.3203125,104394.8046875,103781.265625,103805.078125,0
2025-11-05 19:00:00+00:00,104103.484375,104436.1328125,104011.984375,104346.71875,0
2025-11-05 20:00:00+00:00,103851.6015625,104501.3515625,103768.7421875,104084.8203125,0
2025-11-05 21:00:00+00:00,103672.265625,103863.734375,103576.890625,103863.734375,0
2025-11-05 22:00:00+00:00,103765.9921875,103765.9921875,103324.578125,103674.8671875,0
2025-11-05 23:00:00+00:00,103917.0703125,104061.25,103692.8671875,103772.78125,0
2025-11-06 00:00:00+00:00,103671.828125,103896.96875,103373.5859375,103896.96875,0
2025-11-06 01:00:00+00:00,103418.59375,103623.109375,102842.328125,103623.109375,0
2025-11-06 02:00:00+00:00,103464.6796875,103523.8984375,102867.140625,103372.0078125,0
2025-11-06 03:00:00+00:00,103681.921875,103900.0703125,103374.8671875,103374.8671875,0
2025-11-06 04:00:00+00:00,103931.5703125,104147.3046875,103587.421875,103622.421875,0
2025-11-06 05:00:00+00:00,103109.1015625,104007.65625,103109.1015625,104001.4921875,0
2025-11-06 06:00:00+00:00,103317.15625,103569.578125,103109.265625,103122.2734375,0
2025-11-06 07:00:00+00:00,103235.3984375,103492.6640625,102948.1015625,103340.6015625,325808128
2025-11-06 08:00:00+00:00,103274.9375,103384.8203125,103024.3984375,103189.03125,0
2025-11-06 09:00:00+00:00,102905.7734375,103250.203125,102884.515625,103194.09375,0
2025-11-06 10:00:00+00:00,103040.1953125,103262.796875,102687.1875,102844.6875,1013891072
2025-11-06 11:00:00+00:00,103199.3515625,103265.203125,102811.171875,102811.171875,0
2025-11-06 12:00:00+00:00,102542.484375,103265.6328125,102409.2421875,103199.8984375,0
2025-11-06 13:00:00+00:00,103404.25,103516.9375,102607.1875,102612.5546875,0
2025-11-06 14:00:00+00:00,102043.2421875,103079.953125,102043.2421875,102947.015625,0
2025-11-06 15:00:00+00:00,101944.7265625,102845.8359375,101737.375,101978.9453125,1805344768
2025-11-06 16:00:00+00:00,100851.34375,102233.875,100342.953125,101975.71875,745242624
2025-11-06 17:00:00+00:00,101682.4296875,101800.7109375,100798.7421875,100921.875,1118633984
2025-11-06 18:00:00+00:00,101700.34375,102233.90625,100943.703125,101752.3515625,101781504
2025-11-06 19:00:00+00:00,101487.046875,101943.0,101219.546875,101635.796875,0
2025-11-06 20:00:00+00:00,100936.9921875,101526.890625,100678.0234375,101365.96875,307892224
2025-11-06 21:00:00+00:00,101066.046875,101167.15625,100562.203125,100860.140625,0
2025-11-06 22:00:00+00:00,101395.9140625,101395.9140625,100983.9765625,101067.796875,2737618944
2025-11-06 23:00:00+00:00,101318.703125,101475.5078125,101145.609375,101416.2109375,1240936448
2025-11-07 00:00:00+00:00,101510.03125,101586.28125,100749.15625,101282.7421875,0
2025-11-07 01:00:00+00:00,101432.9921875,101834.5546875,100946.5390625,101458.734375,0
2025-11-07 02:00:00+00:00,101808.0859375,101808.0859375,101246.7734375,101497.1875,3442405376
2025-11-07 03:00:00+00:00,101893.6640625,102314.984375,101892.984375,101892.984375,0
2025-11-07 04:00:00+00:00,101889.5390625,101959.7578125,101537.8046875,101866.6953125,3303362560
2025-11-07 05:00:00+00:00,102368.59375,102412.109375,101973.1640625,101973.1640625,834502656
2025-11-07 06:00:00+00:00,101857.8828125,102429.765625,101851.453125,102385.6796875,0
2025-11-07 07:00:00+00:00,101970.90625,101970.90625,101602.015625,101844.1953125,1645387776
2025-11-07 08:00:00+00:00,101472.078125,101967.6640625,101441.5546875,101967.6640625,0
2025-11-07 09:00:00+00:00,100892.0546875,101453.453125,100797.2265625,101453.453125,1407434752
2025-11-07 10:00:00+00:00,100705.59375,101171.5,100549.265625,100963.8359375,1034534912
2025-11-07 11:00:00+00:00,100313.25,100743.0234375,99842.5078125,100743.0234375,3371999232
2025-11-07 12:00:00+00:00,99586.625,100524.8828125,99309.9609375,100349.6015625,3894738944
2025-11-07 13:00:00+00:00,100249.6875,100487.6171875,99436.9921875,99573.078125,1373863936
2025-11-07 14:00:00+00:00,100664.765625,100715.015625,99618.1953125,100266.640625,2485035008
2025-11-07 15:00:00+00:00,100866.7578125,101149.421875,100394.2734375,100681.8203125,1841627136
2025-11-07 16:00:00+00:00,100971.84375,101533.09375,100492.5859375,100764.2109375,0
2025-11-07 17:00:00+00:00,102289.4296875,102594.7578125,100911.8828125,101089.5078125,908263424
2025-11-07 18:00:00+00:00,102604.1640625,102744.78125,102266.53125,102316.8828125,4187766784
2025-11-07 19:00:00+00:00,103244.1796875,103244.1796875,102467.40625,102483.3828125,1174175744
2025-11-07 20:00:00+00:00,103746.3515625,103852.1640625,102958.6875,103339.796875,0
2025-11-07 21:00:00+00:00,103814.828125,103814.828125,103384.25,103766.359375,1235066880
2025-11-07 22:00:00+00:00,103640.171875,104036.640625,103640.171875,103839.625,1081548800
2025-11-07 23:00:00+00:00,103373.3671875,103652.0703125,103352.1875,103608.46875,0
2025-11-08 00:00:00+00:00,102696.0078125,103359.0625,102613.7578125,103296.953125,0
2025-11-08 01:00:00+00:00,102935.203125,103147.140625,102617.6953125,102617.6953125,0
2025-11-08 02:00:00+00:00,102831.546875,103254.578125,102728.140625,102935.9765625,0
2025-11-08 03:00:00+00:00,102600.0390625,103237.3984375,102569.5078125,102835.8203125,0
2025-11-08 04:00:00+00:00,102474.8046875,102748.40625,102383.75,102630.40625,588341248
2025-11-08 05:00:00+00:00,102293.1640625,102659.265625,102283.078125,102531.1171875,0
2025-11-08 06:00:00+00:00,102182.0859375,102468.03125,102136.828125,102257.390625,284721152
2025-11-08 07:00:00+00:00,102301.4140625,102333.8125,101911.6015625,102192.046875,25001984
2025-11-08 08:00:00+00:00,102421.28125,102619.5078125,102146.0703125,102309.9921875,0
2025-11-08 09:00:00+00:00,102347.8046875,102545.3359375,102213.0546875,102413.7890625,0
2025-11-08 10:00:00+00:00,102504.71875,102515.2734375,102263.8359375,102352.109375,0
2025-11-08 11:00:00+00:00,101815.7890625,102582.3125,101760.0859375,102474.34375,0
2025-11-08 12:00:00+00:00,101972.8515625,102006.515625,101732.8359375,101853.484375,0
2025-11-08 13:00:00+00:00,101922.296875,102154.59375,101751.2578125,102000.375,0
2025-11-08 14:00:00+00:00,101829.4296875,102019.0390625,101463.1953125,101772.140625,0
2025-11-08 15:00:00+00:00,101637.4375,101883.9296875,101498.921875,101819.6171875,0
2025-11-08 16:00:00+00:00,101747.3984375,101908.0,101535.1015625,101678.3046875,0
2025-11-08 17:00:00+00:00,101963.703125,101963.703125,101592.9453125,101834.5,0
2025-11-08 18:00:00+00:00,102201.7421875,102201.7421875,101819.015625,101956.0546875,0
2025-11-08 19:00:00+00:00,101920.5546875,102169.140625,101557.6796875,102159.5078125,0
2025-11-08 20:00:00+00:00,102022.8046875,102127.5546875,101951.0078125,101955.2890625,0
2025-11-08 21:00:00+00:00,102261.375,102329.9375,102032.0625,102032.0625,0
2025-11-08 22:00:00+00:00,102375.125,102396.3828125,102200.9921875,102267.8046875,0
2025-11-08 23:00:00+00:00,102283.6875,102455.3203125,102279.125,102365.5078125,0
2025-11-09 00:00:00+00:00,101766.984375,102307.6328125,101677.78125,102287.390625,0
2025-11-09 01:00:00+00:00,102041.6796875,102061.375,101712.0625,101760.6328125,0
2025-11-09 02:00:00+00:00,101616.46875,102025.0625,101616.46875,102025.0625,0
2025-11-09 03:00:00+00:00,101650.90625,101782.40625,101468.875,101613.8359375,0
2025-11-09 04:00:00+00:00,101702.1015625,102053.9375,101632.546875,101634.7421875,1054281728
2025-11-09 05:00:00+00:00,101884.125,101911.3046875,101660.859375,101701.4765625,0
2025-11-09 06:00:00+00:00,101701.5,101912.5,101699.9375,101895.65625,0
2025-11-09 07:00:00+00:00,101885.4609375,101904.8359375,101699.65625,101728.671875,0
2025-11-09 08:00:00+00:00,101939.59375,101999.328125,101822.4296875,101922.34375,0
2025-11-09 09:00:00+00:00,101669.578125,102117.5234375,101626.484375,101961.296875,0
2025-11-09 10:00:00+00:00,101826.2734375,101869.34375,101524.90625,101638.2890625,678592512
2025-11-09 11:00:00+00:00,102188.7109375,102266.2890625,101849.7109375,101849.7109375,718438400
2025-11-09 12:00:00+00:00,102055.9140625,102384.4765625,102055.9140625,102208.90625,0
2025-11-09 13:00:00+00:00,102877.796875,102970.890625,102065.234375,102065.234375,891469824
2025-11-09 14:00:00+00:00,102975.3828125,103976.703125,102775.5078125,102901.2578125,1158832128
2025-11-09 15:00:00+00:00,103758.5078125,104012.7421875,102996.1328125,102996.1328125,2282745856
2025-11-09 16:00:00+00:00,103818.515625,103839.796875,103345.8515625,103730.7734375,0
2025-11-09 17:00:00+00:00,103601.1953125,103915.578125,103393.984375,103819.6953125,886829056
2025-11-09 18:00:00+00:00,104487.046875,104487.046875,103566.203125,103617.9453125,0
2025-11-09 19:00:00+00:00,104786.1875,104786.1875,104190.6875,104507.8203125,349515776
2025-11-09 20:00:00+00:00,104588.6171875,104987.3984375,104462.8125,104788.0625,853225472
2025-11-09 21:00:00+00:00,104523.21875,104793.03125,104341.6875,104622.8828125,2552422400
2025-11-09 22:00:00+00:00,104688.78125,104774.640625,104189.84375,104504.6171875,1590611968
2025-11-09 23:00:00+00:00,104740.078125,105253.3046875,104534.5625,104675.6484375,1387393024
2025-11-10 00:00:00+00:00,106373.5703125,106432.9375,104365.1796875,104725.828125,1237368832
2025-11-10 01:00:00+00:00,105757.2109375,106529.5234375,105757.2109375,106284.1640625,5361995776
2025-11-10 02:00:00+00:00,105904.9609375,105919.3828125,105636.921875,105727.796875,717103104
2025-11-10 03:00:00+00:00,106007.0859375,106209.71875,105861.609375,106066.484375,1291792384
2025-11-10 04:00:00+00:00,106187.7421875,106237.7578125,105859.90625,106021.4296875,0
2025-11-10 05:00:00+00:00,106085.9609375,106416.171875,106031.546875,106168.328125,0
2025-11-10 06:00:00+00:00,106233.1796875,106284.5234375,105995.1953125,106062.6640625,992169984
2025-11-10 07:00:00+00:00,106421.890625,106511.3125,106214.484375,106216.3046875,605822976
2025-11-10 08:00:00+00:00,105923.7734375,106513.96875,105922.125,106442.296875,0
2025-11-10 09:00:00+00:00,106386.796875,106545.859375,105946.9296875,105946.9296875,2375245824
2025-11-10 10:00:00+00:00,106005.2890625,106424.65625,105976.296875,106424.65625,0
2025-11-10 11:00:00+00:00,106184.1953125,106283.828125,105944.421875,106001.7890625,0
2025-11-10 12:00:00+00:00,105925.8203125,106184.328125,105883.9140625,106184.328125,1035689984
2025-11-10 13:00:00+00:00,106535.1328125,106535.1328125,105913.2109375,105929.4453125,0
2025-11-10 14:00:00+00:00,104951.7890625,106491.734375,104727.78125,106491.734375,844144640
2025-11-10 15:00:00+00:00,104979.7734375,105489.78125,104737.09375,104893.6796875,1661214720
2025-11-10 16:00:00+00:00,105167.859375,105321.6875,104823.875,105024.46875,1580269568
2025-11-10 17:00:00+00:00,105847.9609375,105856.828125,105198.7265625,105237.1484375,630218752
2025-11-10 18:00:00+00:00,105577.453125,106009.125,105577.453125,105907.953125,0
2025-11-10 19:00:00+00:00,105806.75,105984.2890625,105395.484375,105521.9765625,0
2025-11-10 20:00:00+00:00,105895.2890625,106241.0546875,105769.5625,105769.5625,0
2025-11-10 21:00:00+00:00,105504.109375,105993.203125,105280.71875,105993.203125,505536512
2025-11-10 22:00:00+00:00,105965.234375,106021.6015625,105343.1484375,105569.3125,0
2025-11-10 23:00:00+00:00,106006.609375,106237.265625,105936.328125,106025.9296875,0
2025-11-11 00:00:00+00:00,106081.7578125,106081.7578125,105563.3125,105986.1796875,0
2025-11-11 01:00:00+00:00,106045.328125,107341.21875,106045.328125,106153.2578125,0
2025-11-11 02:00:00+00:00,106548.7734375,107036.6875,105700.6640625,106055.3671875,1542836224
2025-11-11 03:00:00+00:00,106437.6015625,107035.3515625,106399.75,106662.78125,10137600
2025-11-11 04:00:00+00:00,105695.9296875,106480.890625,105695.9296875,106446.6640625,614117376
2025-11-11 05:00:00+00:00,105264.28125,105716.9921875,105260.234375,105716.9921875,1884258304
2025-11-11 06:00:00+00:00,105235.625,105281.625,104910.328125,105240.34375,1559396352
2025-11-11 07:00:00+00:00,104788.7109375,105281.671875,104773.1953125,105234.3828125,0
2025-11-11 08:00:00+00:00,105133.015625,105217.59375,104765.2265625,104765.2265625,0
2025-11-11 09:00:00+00:00,104920.53125,105388.515625,104920.53125,105128.796875,0
2025-11-11 10:00:00+00:00,105095.609375,105204.5703125,104944.6953125,104957.6640625,317136896
2025-11-11 11:00:00+00:00,105250.3203125,105458.03125,105120.203125,105120.203125,0
2025-11-11 12:00:00+00:00,104469.0625,105466.7421875,104415.8671875,105307.4453125,0
2025-11-11 13:00:00+00:00,104389.6875,104665.828125,104274.140625,104499.640625,5521465344
2025-11-11 14:00:00+00:00,104437.0546875,104513.6328125,103879.0234375,104366.1953125,0
2025-11-11 15:00:00+00:00,103478.7421875,104613.84375,103238.3828125,104613.84375,0
2025-11-11 16:00:00+00:00,103389.1171875,103711.1171875,103248.9140625,103497.59375,250798080
2025-11-11 17:00:00+00:00,103355.859375,103587.015625,102898.46875,103405.546875,0
2025-11-11 18:00:00+00:00,103397.5390625,103487.6875,103109.84375,103376.6796875,418979840
2025-11-11 19:00:00+00:00,103111.40625,103412.609375,102975.734375,103378.9140625,0
2025-11-11 20:00:00+00:00,102809.6015625,103185.375,102757.9453125,103105.953125,0
2025-11-11 21:00:00+00:00,102681.2265625,103017.953125,102462.1171875,102730.4921875,0
2025-11-11 22:00:00+00:00,102972.3203125,103091.6953125,102477.3828125,102698.890625,234741760
2025-11-11 23:00:00+00:00,103035.6015625,103120.4609375,102811.0859375,102954.2890625,197230592
2025-11-12 00:00:00+00:00,102940.546875,103226.8359375,102818.3359375,103019.21875,0
2025-11-12 01:00:00+00:00,103197.296875,103304.5234375,102724.78125,102848.8359375,0
2025-11-12 02:00:00+00:00,103117.40625,103351.640625,102945.9140625,103216.2265625,0
2025-11-12 03:00:00+00:00,103262.40625,103398.6484375,103084.6953125,103112.3671875,0
2025-11-12 04:00:00+00:00,103222.21875,103411.2734375,103038.0390625,103260.1875,0
2025-11-12 05:00:00+00:00,103345.4921875,103422.5625,103210.8359375,103210.8359375,0
2025-11-12 06:00:00+00:00,103345.796875,103587.46875,103345.796875,103358.7265625,0
2025-11-12 07:00:00+00:00,103086.46875,103522.1640625,103086.46875,103347.2109375,0
2025-11-12 08:00:00+00:00,104125.4140625,104178.640625,103106.53125,103106.53125,1364733952
2025-11-12 09:00:00+00:00,104490.3515625,104983.953125,104168.7265625,104168.7265625,2084294656
2025-11-12 10:00:00+00:00,104879.21875,104956.421875,104560.8125,104560.8125,879161344
2025-11-12 11:00:00+00:00,105011.9765625,105184.4140625,104770.03125,104903.046875,0
2025-11-12 12:00:00+00:00,105015.890625,105292.03125,104842.2421875,105008.5078125,518238208
2025-11-12 13:00:00+00:00,105016.4453125,105157.3359375,104696.5625,105000.6015625,0
2025-11-12 14:00:00+00:00,103953.8203125,105034.0625,103834.953125,105034.0625,0
2025-11-12 15:00:00+00:00,102100.9453125,104243.09375,102035.890625,104026.0078125,351072256
2025-11-12 16:00:00+00:00,101450.7890625,102211.4375,101394.4140625,102173.4296875,2528591872
2025-11-12 17:00:00+00:00,101761.6171875,102061.3984375,101431.9921875,101436.4765625,424976384
2025-11-12 18:00:00+00:00,101577.359375,101874.1796875,101423.9140625,101729.7578125,356995072
2025-11-12 19:00:00+00:00,101276.109375,101578.6953125,100863.390625,101578.6953125,2422108160
2025-11-12 20:00:00+00:00,101512.3671875,101783.0625,101175.1875,101269.5234375,608817152
2025-11-12 21:00:00+00:00,101850.125,101868.375,101523.3828125,101523.3828125,0
2025-11-12 22:00:00+00:00,101944.15625,101954.2890625,101462.890625,101894.5625,0
2025-11-12 23:00:00+00:00,101650.5546875,101965.5,101509.7578125,101964.8515625,1854246912
2025-11-13 00:00:00+00:00,101831.203125,101962.6796875,101470.484375,101661.0625,1541976064
2025-11-13 01:00:00+00:00,102002.3984375,102522.2890625,101844.8125,101844.8125,1069944832
2025-11-13 02:00:00+00:00,102056.3984375,102328.3984375,101980.7578125,101980.7578125,0
2025-11-13 03:00:00+00:00,102291.65625,102455.125,101027.640625,102061.3515625,1919819776
2025-11-13 04:00:00+00:00,102140.96875,102351.6171875,101760.8984375,102245.1484375,3434733568
2025-11-13 05:00:00+00:00,103261.578125,103261.578125,101836.5546875,102135.375,0
2025-11-13 06:00:00+00:00,103599.8046875,103618.5625,102941.6328125,103133.265625,3770990592
2025-11-13 07:00:00+00:00,103443.328125,103976.484375,103322.4296875,103563.421875,1163771904
2025-11-13 08:00:00+00:00,103692.09375,103738.9296875,103382.9765625,103475.28125,0
2025-11-13 09:00:00+00:00,102818.9453125,103699.8203125,102592.3125,103699.8203125,0
2025-11-13 10:00:00+00:00,102932.0703125,103234.2421875,102798.9375,102824.078125,0
2025-11-13 11:00:00+00:00,102957.8125,103109.9296875,102753.2265625,102976.90625,0
2025-11-13 12:00:00+00:00,103139.96875,103233.0234375,102779.6171875,102954.5234375,0
2025-11-13 13:00:00+00:00,102305.640625,103143.9375,102219.0,103143.9375,2765717504
2025-11-13 14:00:00+00:00,102881.2265625,103195.1328125,101773.21875,102297.8046875,0
